Data;Operacao;Status;Previsao;Valor Atual;Preco;Quantidade;Custo;Capital
2024-12-13;Venda;Saida;100240.02;100248.04;100004.29;-2;0.00;226734.57
2024-12-14;Compra;Entrada;101319.91;101378.19;101424.24;2;0.00;226642.47
2024-12-15;Venda;Saida;101278.38;101530.24;101420.00;-2;0.00;226726.09
2024-12-16;Compra;Entrada;103599.48;105246.70;104463.99;2;0.00;228291.51
2024-12-17;Venda;Saida;105942.34;106135.99;106058.65;-2;0.00;229915.41
2024-12-18;Compra;Entrada;106170.60;106111.64;106133.74;2;0.00;229871.21
2024-12-19;Venda;Saida;101413.29;100904.00;100204.01;-2;0.00;218055.95
2024-12-20;Compra;Entrada;98061.10;96828.79;97461.86;2;0.00;216789.81
2024-12-21;Venda;Saida;97270.33;97240.01;97805.44;-2;0.00;218743.11
2024-12-22;Compra;Entrada;97257.76;97208.00;97292.00;2;0.00;218575.11
2024-12-23;Venda;Saida;95453.84;94705.01;95186.28;-2;0.00;214531.67
2024-12-24;Compra;Entrada;94834.24;94406.09;94881.47;2;0.00;213580.91
2024-12-25;Venda;Saida;98566.38;98514.52;98663.58;-2;0.00;222095.89
2024-12-26;Compra;Entrada;98986.41;99316.73;99429.61;2;0.00;221870.13
2024-12-27;Venda;Saida;95873.91;95712.77;95791.60;-2;0.00;214819.87
2024-12-28;Compra;Entrada;94586.58;94458.81;94299.03;2;0.00;215139.43
2024-12-29;Venda;Saida;95321.99;95140.09;95300.00;-2;0.00;216821.81
2024-12-30;Compra;Entrada;93552.37;93671.68;93738.19;2;0.00;216688.79
2024-12-31;Venda;Saida;92946.77;92564.29;92792.05;-2;0.00;214929.53
2025-01-01;Compra;Entrada;93678.22;93761.90;93576.00;2;0.00;215301.33
2025-01-03;Venda;Saida;97045.05;97025.92;96984.79;-2;0.00;221747.11
2025-01-04;Compra;Entrada;98341.23;98094.02;98174.17;2;0.00;221586.81
2025-01-06;Venda;Saida;98566.02;98477.68;98363.61;-2;0.00;222125.99
2025-01-07;Compra;Entrada;101938.24;102380.85;102235.60;2;0.00;222416.49
2025-01-08;Venda;Saida;97173.69;96928.42;96954.60;-2;0.00;211563.99
2025-01-09;Compra;Entrada;94966.20;94880.00;95060.61;2;0.00;211202.77
